GAME_DATE_EST,SEASON,Home Team,City_home,Geographic conference_home,Visitor Team,City_Visitor,Geographic conference_Visitor,HOME_TEAM_WINS,Percent of Team's Points_home,Field Goal Percentage_home,Free Throw Percentage_home,3 Point Field Goal Percentage_home,Percent of Team's Assists_home,Rebounds_home,Percent of Team's Points_Visitor,Field Goal Percentage_Visitor,Free Throw Percentage_Visitor, 3 Point Field Goal Percentage_Visitor,Percent of Team's Assists_Visitor,Rebounds_Visitor
12/22/2022,2022,Pelicans,New Orleans,Western,Spurs,San Antonio,Western,1,126,48,93,38,25,46,117,48,82,32,23,44
12/22/2022,2022,Jazz,Utah,Western,Wizards,Washington,Eastern,1,120,49,95,46,16,40,112,56,77,33,20,37
12/21/2022,2022,Cavaliers,Cleveland,Eastern,Bucks,Milwaukee,Western,1,114,48,79,31,22,37,106,47,68,43,20,46
12/21/2022,2022,76ers,Philadelphia,Eastern,Pistons,Detroit,Eastern,1,113,44,91,30,27,49,93,39,74,26,15,46
12/21/2022,2022,Hawks,Atlanta,Eastern,Bulls,Chicago,Eastern,0,108,43,100,38,22,47,110,50,77,29,20,47
12/21/2022,2022,Celtics,Boston,Eastern,Pacers,Indiana,Eastern,0,112,39,84,32,26,62,117,47,78,46,27,47
12/21/2022,2022,Nets,Brooklyn,Eastern,Warriors,Golden State,Western,1,143,64,88,64,42,32,113,49,76,36,32,36
12/21/2022,2022,Knicks,New York,Eastern,Raptors,Toronto,Eastern,0,106,55,61,42,25,38,113,45,91,27,17,38
12/21/2022,2022,Rockets,Houston,Western,Magic,Orlando,Eastern,0,110,47,65,40,22,49,116,45,70,30,19,45
12/21/2022,2022,Timberwolves,Minnesota,Western,Mavericks,Dallas,Western,0,99,49,70,27,23,39,104,45,85,33,17,39
12/21/2022,2022,Thunder,Oklahoma City,Western,Trail Blazers,Portland,Western,1,101,47,84,33,19,37,98,49,67,39,29,36
12/21/2022,2022,Kings,Sacramento,Western,Lakers,Los Angeles,Western,1,134,51,75,36,29,46,120,50,83,46,25,39
12/21/2022,2022,Clippers,Los Angeles,Western,Hornets,Charlotte,Eastern,1,126,51,91,47,29,48,105,40,76,29,25,40
12/20/2022,2022,Pistons,Detroit,Eastern,Jazz,Utah,Western,0,111,51,74,36,22,43,126,51,63,44,27,43
12/20/2022,2022,Heat,Miami,Eastern,Bulls,Chicago,Eastern,0,103,47,71,34,26,35,113,55,83,42,24,39
12/20/2022,2022,Knicks,New York,Eastern,Warriors,Golden State,Western,1,132,52,78,43,27,47,94,47,92,34,23,29
12/20/2022,2022,Suns,Phoenix,Western,Wizards,Washington,Eastern,0,110,46,79,41,26,44,113,48,70,41,22,41
12/20/2022,2022,Nuggets,Denver,Western,Grizzlies,Memphis,Western,1,105,45,60,37,28,48,91,44,67,19,25,42
12/19/2022,2022,Cavaliers,Cleveland,Eastern,Jazz,Utah,Western,1,122,61,81,58,24,45,99,39,74,29,19,35
12/19/2022,2022,76ers,Philadelphia,Eastern,Raptors,Toronto,Eastern,1,104,40,93,36,22,41,101,42,80,28,24,50
12/19/2022,2022,Hawks,Atlanta,Eastern,Magic,Orlando,Eastern,1,126,51,90,38,29,41,125,47,92,35,29,45
12/19/2022,2022,Rockets,Houston,Western,Spurs,San Antonio,Western,0,105,43,65,21,23,41,124,55,79,50,30,46
12/19/2022,2022,Timberwolves,Minnesota,Western,Mavericks,Dallas,Western,1,116,47,83,39,19,44,106,41,81,42,23,42
12/19/2022,2022,Pelicans,New Orleans,Western,Bucks,Milwaukee,Western,0,119,42,71,40,30,44,128,56,81,33,26,44
12/19/2022,2022,Thunder,Oklahoma City,Western,Trail Blazers,Portland,Western,1,123,46,87,36,20,39,121,50,81,43,26,45
12/19/2022,2022,Suns,Phoenix,Western,Lakers,Los Angeles,Western,1,130,50,75,51,21,51,104,45,82,43,13,38
12/19/2022,2022,Kings,Sacramento,Western,Hornets,Charlotte,Eastern,0,119,47,55,36,23,42,125,52,74,32,26,56
12/18/2022,2022,Celtics,Boston,Eastern,Magic,Orlando,Eastern,0,92,35,86,26,22,54,95,38,90,41,20,46
12/18/2022,2022,Pacers,Indiana,Eastern,Knicks,New York,Eastern,0,106,43,65,34,20,44,109,47,77,31,13,49
12/18/2022,2022,Pistons,Detroit,Eastern,Nets,Brooklyn,Eastern,0,121,48,85,27,20,41,124,55,91,52,26,35
12/18/2022,2022,Raptors,Toronto,Eastern,Warriors,Golden State,Western,0,110,42,77,39,21,43,126,53,85,46,31,41
12/18/2022,2022,Timberwolves,Minnesota,Western,Bulls,Chicago,Eastern,1,150,66,81,54,38,39,126,52,75,42,31,30
12/18/2022,2022,Nuggets,Denver,Western,Hornets,Charlotte,Eastern,1,119,46,65,33,33,55,115,43,91,32,26,48
12/18/2022,2022,Lakers,Los Angeles,Western,Wizards,Washington,Eastern,1,119,50,73,41,29,43,117,46,79,26,24,48
12/17/2022,2022,Clippers,Los Angeles,Western,Wizards,Washington,Eastern,1,102,43,62,41,19,49,93,43,92,36,20,42
12/17/2022,2022,Spurs,San Antonio,Western,Heat,Miami,Eastern,0,101,43,76,37,29,38,111,51,70,37,25,40
12/17/2022,2022,Cavaliers,Cleveland,Eastern,Mavericks,Dallas,Western,1,100,43,59,19,23,51,99,41,63,31,19,45
12/17/2022,2022,Rockets,Houston,Western,Trail Blazers,Portland,Western,0,95,40,69,10,19,51,107,47,74,36,20,36
12/17/2022,2022,Bucks,Milwaukee,Western,Jazz,Utah,Western,1,123,53,82,47,30,54,97,45,50,34,24,29
12/17/2022,2022,Thunder,Oklahoma City,Western,Grizzlies,Memphis,Western,1,115,41,65,42,29,53,109,38,78,27,15,53
12/17/2022,2022,Suns,Phoenix,Western,Pelicans,New Orleans,Western,1,118,47,71,37,23,35,114,58,77,47,27,36
12/16/2022,2022,Hornets,Charlotte,Eastern,Hawks,Atlanta,Eastern,0,106,40,68,35,26,43,125,55,82,52,25,41
12/16/2022,2022,Pistons,Detroit,Eastern,Kings,Sacramento,Western,0,113,46,81,35,22,46,122,52,83,39,30,33
12/16/2022,2022,Celtics,Boston,Eastern,Magic,Orlando,Eastern,0,109,42,82,24,17,38,117,46,86,27,19,53
12/16/2022,2022,Cavaliers,Cleveland,Eastern,Pacers,Indiana,Eastern,1,118,50,88,45,23,34,112,53,90,31,34,33
12/16/2022,2022,76ers,Philadelphia,Eastern,Warriors,Golden State,Western,1,118,46,81,40,23,49,106,42,85,40,31,48
12/16/2022,2022,Raptors,Toronto,Eastern,Nets,Brooklyn,Eastern,0,116,49,86,38,17,32,119,61,78,35,22,37
12/16/2022,2022,Bulls,Chicago,Eastern,Knicks,New York,Eastern,0,91,47,88,40,26,39,114,40,72,39,19,50
12/16/2022,2022,Thunder,Oklahoma City,Western,Timberwolves,Minnesota,Western,0,110,47,81,30,29,45,112,49,56,48,23,43
12/16/2022,2022,Mavericks,Dallas,Western,Trail Blazers,Portland,Western,1,130,56,85,42,25,40,110,44,76,35,21,42
12/16/2022,2022,Lakers,Los Angeles,Western,Nuggets,Denver,Western,1,126,53,75,36,29,45,108,48,75,33,25,39
12/15/2022,2022,Rockets,Houston,Western,Heat,Miami,Eastern,0,108,47,65,27,22,51,111,44,74,34,21,40
12/15/2022,2022,Grizzlies,Memphis,Western,Bucks,Milwaukee,Western,1,142,55,78,38,30,56,101,37,67,26,22,39
12/15/2022,2022,Jazz,Utah,Western,Pelicans,New Orleans,Western,1,132,46,81,38,24,44,129,48,82,40,24,49
12/15/2022,2022,Clippers,Los Angeles,Western,Suns,Phoenix,Western,0,95,38,71,36,21,52,111,46,78,28,27,53
12/14/2022,2022,Hornets,Charlotte,Eastern,Pistons,Detroit,Eastern,0,134,41,79,33,21,52,141,52,75,45,25,52
12/14/2022,2022,Pacers,Indiana,Eastern,Warriors,Golden State,Western,1,125,51,84,41,30,34,119,47,86,42,27,46
12/14/2022,2022,Magic,Orlando,Eastern,Hawks,Atlanta,Eastern,1,135,51,83,44,28,46,124,50,89,34,30,39
12/14/2022,2022,Raptors,Toronto,Eastern,Kings,Sacramento,Western,0,123,50,85,29,25,39,124,48,85,37,29,50
12/14/2022,2022,Bulls,Chicago,Eastern,Knicks,New York,Eastern,0,120,55,86,32,25,31,128,50,80,53,25,48
12/14/2022,2022,Thunder,Oklahoma City,Western,Heat,Miami,Eastern,0,108,50,74,38,26,44,110,43,80,43,25,39
12/14/2022,2022,Spurs,San Antonio,Western,Trail Blazers,Portland,Western,0,112,46,58,38,23,40,128,61,71,45,26,40
12/14/2022,2022,Mavericks,Dallas,Western,Cavaliers,Cleveland,Eastern,0,90,39,73,34,17,33,105,53,79,33,26,43
12/14/2022,2022,Nuggets,Denver,Western,Wizards,Washington,Eastern,1,141,65,83,25,31,45,128,53,57,49,40,24
12/14/2022,2022,Clippers,Los Angeles,Western,Timberwolves,Minnesota,Western,1,99,38,81,30,21,52,88,42,73,18,15,43
12/13/2022,2022,76ers,Philadelphia,Eastern,Kings,Sacramento,Western,1,123,51,78,46,34,42,103,41,85,24,21,48
12/13/2022,2022,Bucks,Milwaukee,Western,Warriors,Golden State,Western,1,128,55,81,41,22,55,111,40,79,40,25,37
12/13/2022,2022,Rockets,Houston,Western,Suns,Phoenix,Western,1,111,42,91,34,16,67,97,32,95,26,22,44
12/13/2022,2022,Jazz,Utah,Western,Pelicans,New Orleans,Western,1,121,48,67,32,31,59,100,40,67,15,25,43
12/13/2022,2022,Lakers,Los Angeles,Western,Celtics,Boston,Eastern,0,118,47,73,28,23,49,122,44,69,40,27,51
12/12/2022,2022,Pacers,Indiana,Eastern,Heat,Miami,Eastern,0,82,35,75,28,16,45,87,39,78,27,23,48
12/12/2022,2022,Wizards,Washington,Eastern,Nets,Brooklyn,Eastern,0,100,47,68,36,21,44,112,49,89,30,25,41
12/12/2022,2022,Grizzlies,Memphis,Western,Hawks,Atlanta,Eastern,1,128,60,83,41,36,49,103,36,77,32,20,39
12/12/2022,2022,Mavericks,Dallas,Western,Thunder,Oklahoma City,Western,1,121,42,84,41,24,50,114,48,95,32,21,42
12/12/2022,2022,Spurs,San Antonio,Western,Cavaliers,Cleveland,Eastern,1,112,47,69,33,25,46,111,49,94,22,21,44
12/12/2022,2022,Trail Blazers,Portland,Western,Timberwolves,Minnesota,Western,1,133,54,76,46,32,54,112,50,53,37,25,37
12/12/2022,2022,Clippers,Los Angeles,Western,Celtics,Boston,Eastern,1,113,49,71,40,18,46,93,43,69,23,27,36
12/11/2022,2022,Pelicans,New Orleans,Western,Suns,Phoenix,Western,1,129,58,75,32,31,43,124,47,77,34,34,42
12/11/2022,2022,Pistons,Detroit,Eastern,Lakers,Los Angeles,Western,0,117,46,82,38,28,40,124,55,78,42,31,42
12/11/2022,2022,Knicks,New York,Eastern,Kings,Sacramento,Western,1,112,45,89,23,19,55,99,40,66,26,20,41
12/11/2022,2022,Magic,Orlando,Eastern,Raptors,Toronto,Eastern,1,111,47,81,45,25,42,99,40,87,24,18,28
12/11/2022,2022,76ers,Philadelphia,Eastern,Hornets,Charlotte,Eastern,1,131,55,81,48,31,41,113,41,87,37,21,45
12/11/2022,2022,Hawks,Atlanta,Eastern,Bulls,Chicago,Eastern,1,123,48,76,33,28,45,122,48,83,26,28,53
12/11/2022,2022,Rockets,Houston,Western,Bucks,Milwaukee,Western,1,97,44,92,22,23,49,92,37,78,28,18,52
12/10/2022,2022,Heat,Miami,Eastern,Spurs,San Antonio,Western,0,111,48,71,38,26,32,115,54,77,33,24,46
12/10/2022,2022,Pacers,Indiana,Eastern,Nets,Brooklyn,Eastern,0,133,55,75,48,30,30,136,52,72,32,19,59
12/10/2022,2022,Wizards,Washington,Eastern,Clippers,Los Angeles,Western,0,107,44,90,47,24,50,114,43,94,40,22,42
12/10/2022,2022,Cavaliers,Cleveland,Eastern,Thunder,Oklahoma City,Western,1,110,47,69,38,25,48,102,46,80,35,25,40
12/10/2022,2022,Bulls,Chicago,Eastern,Mavericks,Dallas,Western,1,144,64,71,56,33,44,115,46,85,25,24,37
12/10/2022,2022,Warriors,Golden State,Western,Celtics,Boston,Eastern,1,123,51,80,33,26,53,107,44,73,30,17,39
12/10/2022,2022,Nuggets,Denver,Western,Jazz,Utah,Western,1,115,55,81,31,28,39,110,46,81,37,20,42
12/10/2022,2022,Trail Blazers,Portland,Western,Timberwolves,Minnesota,Western,1,124,52,89,38,20,45,118,54,75,44,22,28
12/9/2022,2022,Hornets,Charlotte,Eastern,Knicks,New York,Eastern,0,102,44,79,23,16,45,121,44,87,38,25,48
12/9/2022,2022,Pacers,Indiana,Eastern,Wizards,Washington,Eastern,1,121,51,85,44,23,40,111,53,76,35,25,38
12/9/2022,2022,Magic,Orlando,Eastern,Raptors,Toronto,Eastern,1,113,59,91,39,24,43,109,42,82,29,23,33
12/9/2022,2022,Nets,Brooklyn,Eastern,Hawks,Atlanta,Eastern,1,120,54,81,43,30,38,116,50,88,35,21,38
12/9/2022,2022,Cavaliers,Cleveland,Eastern,Kings,Sacramento,Western,0,95,43,77,33,20,36,106,53,63,49,21,38
12/9/2022,2022,76ers,Philadelphia,Eastern,Lakers,Los Angeles,Western,1,133,53,86,45,30,42,122,50,77,36,29,37
12/9/2022,2022,Grizzlies,Memphis,Western,Pistons,Detroit,Eastern,1,114,48,53,28,30,48,103,40,74,31,23,47
12/9/2022,2022,Pelicans,New Orleans,Western,Suns,Phoenix,Western,1,128,51,80,30,27,44,117,50,69,50,30,37
12/9/2022,2022,Jazz,Utah,Western,Timberwolves,Minnesota,Western,0,108,43,71,30,22,40,118,53,77,40,30,44
12/9/2022,2022,Mavericks,Dallas,Western,Bucks,Milwaukee,Western,0,105,47,42,33,21,43,106,44,83,34,27,51
12/8/2022,2022,Heat,Miami,Eastern,Clippers,Los Angeles,Western,1,115,51,79,38,24,43,110,46,91,47,24,43
12/8/2022,2022,Spurs,San Antonio,Western,Rockets,Houston,Western,1,118,55,87,36,25,38,109,45,73,35,23,42
12/8/2022,2022,Trail Blazers,Portland,Western,Nuggets,Denver,Western,0,120,48,100,40,30,38,121,52,68,40,28,48
12/7/2022,2022,Magic,Orlando,Eastern,Clippers,Los Angeles,Western,1,116,42,90,29,20,53,111,41,69,37,26,53
12/7/2022,2022,Nets,Brooklyn,Eastern,Hornets,Charlotte,Eastern,1,122,57,75,39,33,39,116,53,52,42,25,40
12/7/2022,2022,Knicks,New York,Eastern,Hawks,Atlanta,Eastern,1,113,45,92,47,26,55,89,38,79,17,16,39
12/7/2022,2022,Raptors,Toronto,Eastern,Lakers,Los Angeles,Western,1,126,44,83,28,25,54,113,43,91,21,16,46
12/7/2022,2022,Bulls,Chicago,Eastern,Wizards,Washington,Eastern,1,115,50,88,44,29,41,111,49,69,29,22,38
12/7/2022,2022,Grizzlies,Memphis,Western,Thunder,Oklahoma City,Western,1,123,51,81,37,32,50,102,37,87,37,25,48
12/7/2022,2022,Bucks,Milwaukee,Western,Kings,Sacramento,Western,1,126,48,83,42,34,50,113,47,94,32,19,40
12/7/2022,2022,Timberwolves,Minnesota,Western,Pacers,Indiana,Eastern,1,121,47,93,35,25,51,115,48,75,45,22,31
12/7/2022,2022,Pelicans,New Orleans,Western,Pistons,Detroit,Eastern,1,104,46,78,30,21,50,98,39,81,36,17,42
12/7/2022,2022,Jazz,Utah,Western,Warriors,Golden State,Western,1,124,54,81,43,26,40,123,46,76,33,26,42
12/7/2022,2022,Suns,Phoenix,Western,Celtics,Boston,Eastern,0,98,40,84,25,19,49,125,49,85,36,29,53
12/6/2022,2022,Cavaliers,Cleveland,Eastern,Lakers,Los Angeles,Western,1,116,52,77,26,25,44,102,43,83,17,16,43
12/6/2022,2022,Heat,Miami,Eastern,Pistons,Detroit,Eastern,0,96,43,77,31,21,40,116,49,73,46,27,40
12/6/2022,2022,Nuggets,Denver,Western,Mavericks,Dallas,Western,0,115,51,79,41,30,36,116,50,87,47,27,35
12/5/2022,2022,Hornets,Charlotte,Eastern,Clippers,Los Angeles,Western,0,117,48,65,35,29,49,119,48,67,42,30,47
12/5/2022,2022,Magic,Orlando,Eastern,Bucks,Milwaukee,Western,0,102,37,90,25,21,52,109,45,77,33,31,45
12/5/2022,2022,Hawks,Atlanta,Eastern,Thunder,Oklahoma City,Western,0,114,43,77,34,24,54,121,45,96,35,25,49
12/5/2022,2022,Raptors,Toronto,Eastern,Celtics,Boston,Eastern,0,110,46,73,36,19,46,116,49,71,36,27,49
12/5/2022,2022,Rockets,Houston,Western,76ers,Philadelphia,Eastern,1,132,45,77,36,19,51,123,45,78,47,23,39
12/5/2022,2022,Grizzlies,Memphis,Western,Heat,Miami,Eastern,1,101,47,100,25,23,41,93,39,77,35,23,45
12/5/2022,2022,Mavericks,Dallas,Western,Suns,Phoenix,Western,1,130,52,85,49,23,41,111,44,69,35,28,41
12/5/2022,2022,Warriors,Golden State,Western,Pacers,Indiana,Eastern,0,104,40,79,30,26,47,112,48,61,39,26,47
12/4/2022,2022,Pelicans,New Orleans,Western,Nuggets,Denver,Western,1,121,51,78,42,29,36,106,51,67,26,24,43
12/4/2022,2022,Spurs,San Antonio,Western,Suns,Phoenix,Western,0,95,44,72,19,19,40,133,52,80,51,38,45
12/4/2022,2022,Nets,Brooklyn,Eastern,Celtics,Boston,Eastern,0,92,41,68,35,17,45,103,43,90,40,18,48
12/4/2022,2022,Pistons,Detroit,Eastern,Grizzlies,Memphis,Western,0,112,44,83,37,26,39,122,47,72,43,28,46
12/4/2022,2022,Knicks,New York,Eastern,Cavaliers,Cleveland,Eastern,1,92,41,81,17,17,54,81,35,75,23,17,39
12/4/2022,2022,Wizards,Washington,Eastern,Lakers,Los Angeles,Western,0,119,47,73,26,24,44,130,54,73,39,34,51
12/4/2022,2022,Kings,Sacramento,Western,Bulls,Chicago,Eastern,1,110,47,90,30,30,46,101,44,84,36,17,39
12/4/2022,2022,Trail Blazers,Portland,Western,Pacers,Indiana,Eastern,1,116,49,68,43,32,45,100,44,83,30,22,44
12/3/2022,2022,Knicks,New York,Eastern,Mavericks,Dallas,Western,0,100,46,71,32,18,45,121,43,79,39,27,50
12/3/2022,2022,Clippers,Los Angeles,Western,Kings,Sacramento,Western,0,96,36,81,27,15,50,123,52,67,34,31,46
12/3/2022,2022,Hornets,Charlotte,Eastern,Bucks,Milwaukee,Western,0,96,39,89,21,15,44,105,47,79,38,24,47
12/3/2022,2022,Raptors,Toronto,Eastern,Magic,Orlando,Eastern,1,121,56,72,31,31,43,108,49,81,39,23,29
12/3/2022,2022,Timberwolves,Minnesota,Western,Thunder,Oklahoma City,Western,0,128,53,80,33,25,44,135,52,80,42,26,42
12/3/2022,2022,Warriors,Golden State,Western,Rockets,Houston,Western,1,120,53,50,48,34,35,101,44,90,11,17,45
12/3/2022,2022,Jazz,Utah,Western,Trail Blazers,Portland,Western,0,111,45,79,36,20,44,116,48,77,40,19,49
12/2/2022,2022,Hornets,Charlotte,Eastern,Wizards,Washington,Eastern,1,117,42,81,41,25,45,116,45,74,36,23,56
12/2/2022,2022,Hawks,Atlanta,Eastern,Nuggets,Denver,Western,1,117,56,64,36,24,43,109,53,54,38,31,33
12/2/2022,2022,Celtics,Boston,Eastern,Heat,Miami,Eastern,0,116,46,75,33,26,48,120,48,72,31,19,50
12/2/2022,2022,Nets,Brooklyn,Eastern,Raptors,Toronto,Eastern,1,114,54,68,34,27,41,105,44,73,29,16,43
12/2/2022,2022,Cavaliers,Cleveland,Eastern,Magic,Orlando,Eastern,1,107,49,100,38,22,33,96,49,67,35,19,40
12/2/2022,2022,Bucks,Milwaukee,Western,Lakers,Los Angeles,Western,0,129,53,80,40,29,42,133,54,75,42,32,44
12/2/2022,2022,Grizzlies,Memphis,Western,76ers,Philadelphia,Eastern,1,117,43,79,37,22,57,109,44,88,42,23,42
12/2/2022,2022,Spurs,San Antonio,Western,Pelicans,New Orleans,Western,0,99,39,75,28,26,49,117,44,96,29,25,53
12/2/2022,2022,Suns,Phoenix,Western,Rockets,Houston,Western,0,121,53,74,46,30,37,122,49,79,33,19,41
12/2/2022,2022,Jazz,Utah,Western,Pacers,Indiana,Eastern,1,139,55,87,44,29,47,119,44,82,35,25,35
12/2/2022,2022,Warriors,Golden State,Western,Bulls,Chicago,Eastern,1,119,48,65,40,32,50,111,46,67,33,28,44
12/1/2022,2022,Pistons,Detroit,Eastern,Mavericks,Dallas,Western,1,131,54,58,43,29,52,125,54,48,41,25,30
11/30/2022,2022,Cavaliers,Cleveland,Eastern,76ers,Philadelphia,Eastern,1,113,61,80,52,28,40,85,42,83,23,19,30
11/30/2022,2022,Magic,Orlando,Eastern,Hawks,Atlanta,Eastern,0,108,49,88,30,26,33,125,54,79,25,25,49
11/30/2022,2022,Celtics,Boston,Eastern,Heat,Miami,Eastern,1,134,55,87,49,32,41,121,52,100,45,25,32
11/30/2022,2022,Nets,Brooklyn,Eastern,Wizards,Washington,Eastern,1,113,46,92,42,22,35,107,44,68,25,19,51
11/30/2022,2022,Knicks,New York,Eastern,Bucks,Milwaukee,Western,0,103,42,65,20,18,55,109,43,81,29,23,52
11/30/2022,2022,Timberwolves,Minnesota,Western,Grizzlies,Memphis,Western,1,109,46,79,31,26,29,101,43,60,35,17,59
11/30/2022,2022,Pelicans,New Orleans,Western,Raptors,Toronto,Eastern,1,126,52,85,42,28,52,108,48,68,29,29,30
11/30/2022,2022,Thunder,Oklahoma City,Western,Spurs,San Antonio,Western,1,119,51,67,33,17,52,111,45,76,27,27,44
11/30/2022,2022,Nuggets,Denver,Western,Rockets,Houston,Western,1,120,53,75,53,30,42,100,42,78,29,18,39
11/30/2022,2022,Suns,Phoenix,Western,Bulls,Chicago,Eastern,1,132,53,91,46,22,46,113,50,82,16,21,35
11/30/2022,2022,Jazz,Utah,Western,Clippers,Los Angeles,Western,1,125,56,75,44,24,46,112,40,78,33,16,39
11/30/2022,2022,Kings,Sacramento,Western,Pacers,Indiana,Eastern,1,137,51,86,37,28,58,114,40,73,32,28,47
11/30/2022,2022,Lakers,Los Angeles,Western,Trail Blazers,Portland,Western,1,128,50,69,38,28,48,109,47,81,33,21,45
11/29/2022,2022,Pistons,Detroit,Eastern,Knicks,New York,Eastern,0,110,51,65,33,28,30,140,56,76,46,31,51
11/29/2022,2022,Mavericks,Dallas,Western,Warriors,Golden State,Western,1,116,46,63,34,21,39,113,48,78,26,27,50
11/29/2022,2022,Trail Blazers,Portland,Western,Clippers,Los Angeles,Western,0,112,47,73,49,24,43,118,46,82,42,26,48
11/28/2022,2022,76ers,Philadelphia,Eastern,Hawks,Atlanta,Eastern,1,104,45,89,36,23,37,101,50,68,44,26,42
11/28/2022,2022,Wizards,Washington,Eastern,Timberwolves,Minnesota,Western,1,142,57,85,48,31,34,127,50,86,26,20,45
11/28/2022,2022,Celtics,Boston,Eastern,Hornets,Charlotte,Eastern,1,140,59,86,46,40,39,105,49,67,38,28,37
11/28/2022,2022,Nets,Brooklyn,Eastern,Magic,Orlando,Eastern,1,109,54,86,32,20,42,102,48,59,42,18,35
11/28/2022,2022,Raptors,Toronto,Eastern,Cavaliers,Cleveland,Eastern,1,100,44,82,43,23,45,88,38,81,18,21,47
11/28/2022,2022,Pelicans,New Orleans,Western,Thunder,Oklahoma City,Western,1,105,45,90,28,21,49,101,37,91,32,16,47
11/28/2022,2022,Nuggets,Denver,Western,Rockets,Houston,Western,1,129,57,85,40,31,43,113,46,76,36,25,37
11/28/2022,2022,Jazz,Utah,Western,Bulls,Chicago,Eastern,0,107,48,40,39,30,45,114,46,88,27,21,50
11/28/2022,2022,Kings,Sacramento,Western,Suns,Phoenix,Western,0,117,52,89,36,32,37,122,53,86,31,26,45
11/28/2022,2022,Lakers,Los Angeles,Western,Pacers,Indiana,Eastern,0,115,43,77,36,23,57,116,41,81,35,29,49
11/27/2022,2022,Nets,Brooklyn,Eastern,Trail Blazers,Portland,Western,1,111,53,78,43,27,38,97,44,68,36,27,42
11/27/2022,2022,Timberwolves,Minnesota,Western,Warriors,Golden State,Western,0,114,44,76,40,22,31,137,58,85,43,36,47
11/27/2022,2022,Clippers,Los Angeles,Western,Pacers,Indiana,Eastern,1,114,45,75,19,33,62,100,38,83,21,23,39
11/27/2022,2022,Hawks,Atlanta,Eastern,Heat,Miami,Eastern,0,98,40,95,28,24,42,106,49,90,27,28,46
11/27/2022,2022,Celtics,Boston,Eastern,Wizards,Washington,Eastern,1,130,55,100,47,25,38,121,54,79,25,23,29
11/27/2022,2022,Pistons,Detroit,Eastern,Cavaliers,Cleveland,Eastern,0,94,46,54,29,14,36,102,43,85,29,14,41
11/27/2022,2022,Knicks,New York,Eastern,Grizzlies,Memphis,Western,0,123,51,83,33,30,42,127,48,74,38,32,50
11/27/2022,2022,Magic,Orlando,Eastern,76ers,Philadelphia,Eastern,0,103,46,76,30,21,26,133,65,82,41,32,43
11/27/2022,2022,Bucks,Milwaukee,Western,Mavericks,Dallas,Western,1,124,56,73,46,28,40,115,51,64,42,23,32
11/26/2022,2022,Raptors,Toronto,Eastern,Mavericks,Dallas,Western,1,105,43,81,31,20,48,100,48,79,28,28,34
11/26/2022,2022,Rockets,Houston,Western,Thunder,Oklahoma City,Western,1,118,52,71,50,25,53,105,39,83,23,19,41
11/26/2022,2022,Spurs,San Antonio,Western,Lakers,Los Angeles,Western,0,138,51,70,49,33,47,143,58,87,52,25,39
11/26/2022,2022,Suns,Phoenix,Western,Jazz,Utah,Western,1,113,46,77,27,23,48,112,51,76,41,20,40
11/25/2022,2022,Hornets,Charlotte,Eastern,Timberwolves,Minnesota,Western,1,110,45,69,32,24,55,108,43,94,22,24,45
11/25/2022,2022,Magic,Orlando,Eastern,76ers,Philadelphia,Eastern,0,99,43,82,26,20,35,107,48,83,39,25,47
11/25/2022,2022,Knicks,New York,Eastern,Trail Blazers,Portland,Western,0,129,44,86,32,27,44,132,49,75,31,24,48
11/25/2022,2022,Celtics,Boston,Eastern,Kings,Sacramento,Western,1,122,49,89,43,27,38,104,41,89,25,20,45
11/25/2022,2022,Pacers,Indiana,Eastern,Nets,Brooklyn,Eastern,1,128,50,79,35,28,41,117,53,80,37,27,38
11/25/2022,2022,Heat,Miami,Eastern,Wizards,Washington,Eastern,1,110,47,83,27,24,47,107,43,80,28,27,45
11/25/2022,2022,Rockets,Houston,Western,Hawks,Atlanta,Eastern,1,128,47,83,34,25,59,122,48,81,39,14,28
11/25/2022,2022,Grizzlies,Memphis,Western,Pelicans,New Orleans,Western,1,132,52,74,47,26,46,111,43,87,32,26,41
11/25/2022,2022,Bucks,Milwaukee,Western,Cavaliers,Cleveland,Eastern,1,117,51,72,47,27,43,102,39,85,36,12,41
11/25/2022,2022,Thunder,Oklahoma City,Western,Bulls,Chicago,Eastern,1,123,46,88,24,24,50,119,44,83,36,25,47
11/25/2022,2022,Spurs,San Antonio,Western,Lakers,Los Angeles,Western,0,94,38,75,18,21,50,105,48,85,30,28,49
11/25/2022,2022,Suns,Phoenix,Western,Pistons,Detroit,Eastern,1,108,48,65,24,25,43,102,42,94,35,21,49
11/25/2022,2022,Warriors,Golden State,Western,Jazz,Utah,Western,1,129,52,83,44,33,49,118,47,88,24,28,42
11/25/2022,2022,Clippers,Los Angeles,Western,Nuggets,Denver,Western,0,104,54,56,50,22,33,114,49,70,33,27,37
11/23/2022,2022,Hornets,Charlotte,Eastern,76ers,Philadelphia,Eastern,1,107,48,62,26,25,44,101,44,89,24,20,45
11/23/2022,2022,Cavaliers,Cleveland,Eastern,Trail Blazers,Portland,Western,1,114,55,87,44,22,39,96,45,100,42,28,32
11/23/2022,2022,Pacers,Indiana,Eastern,Timberwolves,Minnesota,Western,0,101,39,69,36,25,30,115,61,77,36,31,50
11/23/2022,2022,Hawks,Atlanta,Eastern,Kings,Sacramento,Western,1,115,45,96,37,23,47,106,46,71,29,27,48
