GAME_DATE_EST,SEASON,Home Team,City_home,Geographic conference_home,Visitor Team,City_Visitor,Geographic conference_Visitor,HOME_TEAM_WINS,Percent of Team's Points_home,Field Goal Percentage_home,Free Throw Percentage_home,3 Point Field Goal Percentage_home,Percent of Team's Assists_home,Rebounds_home,Percent of Team's Points_Visitor,Field Goal Percentage_Visitor,Free Throw Percentage_Visitor, 3 Point Field Goal Percentage_Visitor,Percent of Team's Assists_Visitor,Rebounds_Visitor
8/15/2020,2019,Trail Blazers,Portland,Western,Grizzlies,Memphis,Western,1,126,45,85,38,20,39,122,49,82,56,30,49
8/14/2020,2019,Raptors,Toronto,Eastern,Nuggets,Denver,Western,1,117,50,64,51,27,51,109,41,91,42,27,41
8/14/2020,2019,Pacers,Indiana,Eastern,Heat,Miami,Eastern,1,109,48,73,40,32,51,92,36,74,26,14,48
8/14/2020,2019,Clippers,Los Angeles,Western,Thunder,Oklahoma City,Western,1,107,40,69,32,23,61,103,36,59,32,18,48
8/14/2020,2019,Rockets,Houston,Western,76ers,Philadelphia,Eastern,0,96,44,88,25,25,27,134,56,82,47,31,51
8/13/2020,2019,Celtics,Boston,Eastern,Wizards,Washington,Eastern,0,90,40,86,23,22,51,96,39,75,39,22,56
8/13/2020,2019,Lakers,Los Angeles,Western,Kings,Sacramento,Western,0,122,49,73,43,29,47,136,57,58,45,37,44
8/13/2020,2019,Grizzlies,Memphis,Western,Bucks,Milwaukee,Western,1,119,50,70,39,36,55,106,40,65,32,27,45
8/13/2020,2019,Suns,Phoenix,Western,Mavericks,Dallas,Western,1,128,55,76,41,34,45,102,44,84,31,17,43
8/13/2020,2019,Jazz,Utah,Western,Spurs,San Antonio,Western,1,118,47,90,33,25,43,112,49,67,50,24,44
8/13/2020,2019,Nets,Brooklyn,Eastern,Trail Blazers,Portland,Western,0,133,55,68,42,28,46,134,48,88,33,25,42
8/13/2020,2019,Magic,Orlando,Eastern,Pelicans,New Orleans,Western,1,133,57,73,54,25,33,127,55,78,29,22,40
8/12/2020,2019,Rockets,Houston,Western,Pacers,Indiana,Eastern,0,104,37,86,28,20,49,108,40,77,36,25,54
8/12/2020,2019,76ers,Philadelphia,Eastern,Raptors,Toronto,Eastern,0,121,46,79,43,27,47,125,44,68,42,28,47
8/12/2020,2019,Thunder,Oklahoma City,Western,Heat,Miami,Eastern,1,116,44,82,38,20,50,115,49,85,33,24,40
8/12/2020,2019,Nuggets,Denver,Western,Clippers,Los Angeles,Western,0,111,49,63,37,33,42,124,54,78,38,29,40
8/11/2020,2019,Magic,Orlando,Eastern,Nets,Brooklyn,Eastern,0,96,39,86,30,13,49,108,43,79,30,26,47
8/11/2020,2019,Spurs,San Antonio,Western,Rockets,Houston,Western,1,123,50,90,41,28,59,105,40,91,29,18,37
8/11/2020,2019,76ers,Philadelphia,Eastern,Suns,Phoenix,Western,0,117,50,71,46,28,34,130,55,95,43,28,44
8/11/2020,2019,Grizzlies,Memphis,Western,Celtics,Boston,Eastern,0,107,39,79,24,26,44,122,51,78,43,29,46
8/11/2020,2019,Mavericks,Dallas,Western,Trail Blazers,Portland,Western,0,131,52,82,46,28,37,134,47,93,40,18,48
8/11/2020,2019,Kings,Sacramento,Western,Pelicans,New Orleans,Western,1,112,49,94,42,27,45,106,51,79,29,25,34
8/11/2020,2019,Wizards,Washington,Eastern,Bucks,Milwaukee,Western,0,113,41,77,34,22,44,126,51,71,47,25,53
8/10/2020,2019,Suns,Phoenix,Western,Thunder,Oklahoma City,Western,1,128,47,93,50,29,53,101,39,86,33,24,40
8/10/2020,2019,Jazz,Utah,Western,Mavericks,Dallas,Western,0,114,48,75,46,28,38,122,57,88,50,29,34
8/10/2020,2019,Bucks,Milwaukee,Western,Raptors,Toronto,Eastern,0,106,39,74,33,25,49,114,43,69,30,24,55
8/10/2020,2019,Heat,Miami,Eastern,Pacers,Indiana,Eastern,1,114,45,68,33,29,59,92,39,64,29,20,45
8/10/2020,2019,Lakers,Los Angeles,Western,Nuggets,Denver,Western,1,124,54,69,48,28,32,121,58,78,57,27,35
8/9/2020,2019,Thunder,Oklahoma City,Western,Wizards,Washington,Eastern,1,121,51,77,46,25,43,103,41,82,25,23,44
8/9/2020,2019,Raptors,Toronto,Eastern,Grizzlies,Memphis,Western,1,108,48,76,39,25,40,99,41,69,33,24,42
8/9/2020,2019,Pelicans,New Orleans,Western,Spurs,San Antonio,Western,0,113,44,77,40,30,48,122,45,97,39,22,51
8/9/2020,2019,Celtics,Boston,Eastern,Magic,Orlando,Eastern,1,122,44,83,30,32,54,119,40,85,32,24,52
8/9/2020,2019,Trail Blazers,Portland,Western,76ers,Philadelphia,Eastern,1,124,47,93,31,19,41,121,49,77,47,24,48
8/9/2020,2019,Kings,Sacramento,Western,Rockets,Houston,Western,0,112,47,87,27,29,41,129,47,83,32,21,48
8/9/2020,2019,Clippers,Los Angeles,Western,Nets,Brooklyn,Eastern,0,120,48,85,36,23,39,129,55,79,47,32,46
8/8/2020,2019,Trail Blazers,Portland,Western,Clippers,Los Angeles,Western,0,117,49,71,40,24,41,122,49,82,44,24,45
8/8/2020,2019,Nuggets,Denver,Western,Jazz,Utah,Western,1,134,47,77,24,29,52,132,45,73,40,34,51
8/8/2020,2019,Pacers,Indiana,Eastern,Lakers,Los Angeles,Western,1,116,52,93,46,25,42,111,42,74,33,20,44
8/8/2020,2019,Heat,Miami,Eastern,Suns,Phoenix,Western,0,112,49,86,31,28,37,119,48,95,38,27,52
8/8/2020,2019,Mavericks,Dallas,Western,Bucks,Milwaukee,Western,1,136,42,92,32,37,54,132,48,68,34,26,55
8/7/2020,2019,Spurs,San Antonio,Western,Jazz,Utah,Western,1,119,51,77,41,27,47,111,42,79,43,25,49
8/7/2020,2019,Grizzlies,Memphis,Western,Thunder,Oklahoma City,Western,1,121,55,90,36,24,58,92,35,73,30,19,36
8/7/2020,2019,Nets,Brooklyn,Eastern,Kings,Sacramento,Western,1,119,49,64,43,30,44,106,43,75,30,19,50
8/7/2020,2019,76ers,Philadelphia,Eastern,Magic,Orlando,Eastern,1,108,41,73,28,19,51,101,42,76,25,17,47
8/7/2020,2019,Pelicans,New Orleans,Western,Wizards,Washington,Eastern,1,118,48,85,34,25,45,107,42,91,37,22,40
8/7/2020,2019,Raptors,Toronto,Eastern,Celtics,Boston,Eastern,0,100,43,82,26,20,48,122,49,75,35,27,52
8/6/2020,2019,Kings,Sacramento,Western,Pelicans,New Orleans,Western,1,140,54,73,49,26,39,125,57,74,41,31,30
8/6/2020,2019,Bucks,Milwaukee,Western,Heat,Miami,Eastern,1,130,53,87,41,27,44,116,42,93,46,28,39
8/6/2020,2019,Suns,Phoenix,Western,Pacers,Indiana,Eastern,1,114,47,95,27,27,53,99,44,79,35,20,38
8/6/2020,2019,Mavericks,Dallas,Western,Clippers,Los Angeles,Western,0,111,45,76,35,24,37,126,54,80,45,22,45
8/6/2020,2019,Nuggets,Denver,Western,Trail Blazers,Portland,Western,0,115,52,77,50,30,44,125,47,80,59,30,39
8/6/2020,2019,Rockets,Houston,Western,Lakers,Los Angeles,Western,1,113,43,87,37,26,34,97,46,69,11,18,48
8/5/2020,2019,Jazz,Utah,Western,Grizzlies,Memphis,Western,1,124,45,91,40,25,46,115,47,72,38,21,41
8/5/2020,2019,Wizards,Washington,Eastern,76ers,Philadelphia,Eastern,0,98,42,79,33,17,48,107,46,69,38,27,41
8/5/2020,2019,Spurs,San Antonio,Western,Nuggets,Denver,Western,0,126,50,85,37,29,35,132,55,86,39,31,46
8/5/2020,2019,Lakers,Los Angeles,Western,Thunder,Oklahoma City,Western,0,86,35,66,14,17,46,105,43,89,21,17,52
8/5/2020,2019,Magic,Orlando,Eastern,Raptors,Toronto,Eastern,0,99,40,69,27,26,43,109,49,70,36,25,44
8/5/2020,2019,Celtics,Boston,Eastern,Nets,Brooklyn,Eastern,1,149,57,83,51,29,43,115,47,81,25,23,34
8/4/2020,2019,Bucks,Milwaukee,Western,Nets,Brooklyn,Eastern,0,116,48,65,33,28,54,119,42,75,37,30,42
8/4/2020,2019,Kings,Sacramento,Western,Mavericks,Dallas,Western,0,110,41,67,37,26,47,114,37,78,22,22,61
8/4/2020,2019,Clippers,Los Angeles,Western,Suns,Phoenix,Western,0,115,49,85,28,21,48,117,47,71,53,25,44
8/4/2020,2019,Pacers,Indiana,Eastern,Magic,Orlando,Eastern,1,120,55,79,39,29,32,109,48,83,35,21,43
8/4/2020,2019,Heat,Miami,Eastern,Celtics,Boston,Eastern,1,112,44,74,35,22,42,106,44,82,30,15,45
8/4/2020,2019,Trail Blazers,Portland,Western,Rockets,Houston,Western,1,110,41,69,39,18,64,102,39,63,36,24,39
8/3/2020,2019,Heat,Miami,Eastern,Raptors,Toronto,Eastern,0,103,43,94,31,29,41,107,43,92,50,19,39
8/3/2020,2019,Thunder,Oklahoma City,Western,Nuggets,Denver,Western,0,113,43,77,42,20,42,121,48,77,28,23,46
8/3/2020,2019,Wizards,Washington,Eastern,Pacers,Indiana,Eastern,0,100,44,54,37,30,45,111,48,100,27,20,45
8/3/2020,2019,Pelicans,New Orleans,Western,Grizzlies,Memphis,Western,1,109,45,62,38,25,49,99,40,87,28,25,43
8/3/2020,2019,76ers,Philadelphia,Eastern,Spurs,San Antonio,Western,1,132,53,87,45,26,35,130,50,90,46,21,44
8/3/2020,2019,Jazz,Utah,Western,Lakers,Los Angeles,Western,0,108,45,88,28,25,42,116,50,81,35,23,38
8/2/2020,2019,Nets,Brooklyn,Eastern,Wizards,Washington,Eastern,1,118,42,84,33,23,48,110,46,78,29,26,46
8/2/2020,2019,Celtics,Boston,Eastern,Trail Blazers,Portland,Western,1,128,55,77,60,24,36,124,50,94,45,31,35
8/2/2020,2019,Grizzlies,Memphis,Western,Spurs,San Antonio,Western,0,106,46,83,23,27,39,108,42,73,41,22,49
8/2/2020,2019,Magic,Orlando,Eastern,Kings,Sacramento,Western,1,132,52,80,47,31,46,116,50,82,29,30,39
8/2/2020,2019,Rockets,Houston,Western,Bucks,Milwaukee,Western,1,120,40,87,34,22,36,116,49,74,26,21,65
8/2/2020,2019,Suns,Phoenix,Western,Mavericks,Dallas,Western,1,117,45,91,36,22,49,115,41,89,19,22,49
8/1/2020,2019,Nuggets,Denver,Western,Heat,Miami,Eastern,0,105,44,79,23,28,38,125,56,87,45,29,38
8/1/2020,2019,Thunder,Oklahoma City,Western,Jazz,Utah,Western,1,110,53,75,39,19,47,94,39,82,26,17,35
8/1/2020,2019,Clippers,Los Angeles,Western,Pelicans,New Orleans,Western,1,126,43,77,53,23,48,103,45,64,30,24,48
8/1/2020,2019,Pacers,Indiana,Eastern,76ers,Philadelphia,Eastern,1,127,51,74,41,31,34,121,50,80,36,20,55
8/1/2020,2019,Raptors,Toronto,Eastern,Lakers,Los Angeles,Western,1,107,42,89,41,24,51,92,35,73,25,17,40
7/31/2020,2019,Nets,Brooklyn,Eastern,Magic,Orlando,Eastern,0,118,48,74,31,30,39,128,53,89,36,31,42
7/31/2020,2019,Trail Blazers,Portland,Western,Grizzlies,Memphis,Western,1,140,54,85,43,27,42,135,45,76,32,25,39
7/31/2020,2019,Wizards,Washington,Eastern,Suns,Phoenix,Western,0,112,46,87,36,18,36,125,53,94,34,29,37
7/31/2020,2019,Bucks,Milwaukee,Western,Celtics,Boston,Eastern,1,119,46,82,32,25,47,112,41,79,30,18,48
7/31/2020,2019,Spurs,San Antonio,Western,Kings,Sacramento,Western,1,129,53,82,44,32,42,120,48,80,32,22,42
7/31/2020,2019,Mavericks,Dallas,Western,Rockets,Houston,Western,0,149,48,74,43,30,55,153,52,77,40,26,43
7/30/2020,2019,Pelicans,New Orleans,Western,Jazz,Utah,Western,0,104,43,72,36,22,45,106,44,86,24,17,43
7/30/2020,2019,Lakers,Los Angeles,Western,Clippers,Los Angeles,Western,1,103,39,76,31,21,45,101,43,75,44,17,36
7/28/2020,2019,Heat,Miami,Eastern,Grizzlies,Memphis,Western,0,110,43,72,33,33,43,128,47,79,45,32,54
7/28/2020,2019,Suns,Phoenix,Western,Raptors,Toronto,Eastern,1,117,43,96,38,28,35,106,45,78,37,23,46
7/28/2020,2019,Pacers,Indiana,Eastern,Spurs,San Antonio,Western,0,111,45,75,42,23,49,118,48,91,26,29,48
7/28/2020,2019,Trail Blazers,Portland,Western,Thunder,Oklahoma City,Western,0,120,49,55,49,28,47,131,52,66,50,30,41
7/28/2020,2019,Rockets,Houston,Western,Celtics,Boston,Eastern,1,137,46,91,40,26,48,112,47,58,36,21,48
7/28/2020,2019,76ers,Philadelphia,Eastern,Mavericks,Dallas,Western,0,115,37,71,30,25,67,118,40,75,29,22,56
7/27/2020,2019,Lakers,Los Angeles,Western,Wizards,Washington,Eastern,1,123,49,71,46,22,47,116,46,77,29,27,42
7/27/2020,2019,Clippers,Los Angeles,Western,Kings,Sacramento,Western,0,102,36,88,28,21,47,106,41,84,32,22,51
7/27/2020,2019,Nets,Brooklyn,Eastern,Jazz,Utah,Western,0,107,46,48,36,27,45,112,45,72,37,18,54
7/27/2020,2019,Nuggets,Denver,Western,Magic,Orlando,Eastern,0,110,54,64,43,26,46,114,45,67,49,30,42
7/27/2020,2019,Bucks,Milwaukee,Western,Pelicans,New Orleans,Western,0,103,40,76,26,18,51,124,46,79,36,22,39
7/26/2020,2019,Thunder,Oklahoma City,Western,76ers,Philadelphia,Eastern,1,102,38,66,29,22,59,97,38,56,36,27,56
7/26/2020,2019,Celtics,Boston,Eastern,Suns,Phoenix,Western,1,117,49,65,39,21,48,103,39,79,26,23,50
7/26/2020,2019,Mavericks,Dallas,Western,Pacers,Indiana,Eastern,0,111,43,69,40,27,44,118,48,86,26,26,52
7/26/2020,2019,Raptors,Toronto,Eastern,Trail Blazers,Portland,Western,1,110,39,69,39,23,54,104,42,74,25,22,50
7/26/2020,2019,Grizzlies,Memphis,Western,Rockets,Houston,Western,0,104,39,78,24,21,51,119,43,81,43,25,48
7/25/2020,2019,Magic,Orlando,Eastern,Lakers,Los Angeles,Western,0,112,34,84,18,21,45,119,57,78,45,24,49
7/25/2020,2019,Kings,Sacramento,Western,Bucks,Milwaukee,Western,0,123,41,89,33,23,42,131,49,80,44,29,54
7/25/2020,2019,Jazz,Utah,Western,Heat,Miami,Eastern,1,101,44,79,35,25,47,99,41,80,26,28,42
7/25/2020,2019,Spurs,San Antonio,Western,Nets,Brooklyn,Eastern,0,119,46,86,42,21,57,124,43,76,32,27,45
7/25/2020,2019,Wizards,Washington,Eastern,Clippers,Los Angeles,Western,0,100,36,56,26,13,63,105,47,46,40,23,47
7/25/2020,2019,Pelicans,New Orleans,Western,Nuggets,Denver,Western,1,119,51,74,42,37,43,104,39,68,36,21,46
7/24/2020,2019,76ers,Philadelphia,Eastern,Grizzlies,Memphis,Western,1,90,43,83,33,26,44,83,40,56,38,24,41
7/24/2020,2019,Celtics,Boston,Eastern,Thunder,Oklahoma City,Western,0,84,44,70,21,25,33,98,52,74,33,19,41
7/24/2020,2019,Raptors,Toronto,Eastern,Rockets,Houston,Western,1,94,48,84,29,25,43,83,38,92,29,18,38
7/23/2020,2019,Bucks,Milwaukee,Western,Spurs,San Antonio,Western,1,113,47,79,30,21,35,92,46,74,35,23,39
7/23/2020,2019,Pacers,Indiana,Eastern,Trail Blazers,Portland,Western,1,91,41,89,39,21,42,88,41,85,19,17,37
7/23/2020,2019,Lakers,Los Angeles,Western,Mavericks,Dallas,Western,0,104,49,73,27,18,38,108,54,64,37,21,37
7/23/2020,2019,Jazz,Utah,Western,Suns,Phoenix,Western,0,88,51,75,42,17,24,101,51,79,27,17,38
7/22/2020,2019,Clippers,Los Angeles,Western,Magic,Orlando,Eastern,1,99,44,79,39,21,43,90,42,81,18,21,42
7/22/2020,2019,Nuggets,Denver,Western,Wizards,Washington,Eastern,1,89,44,82,32,18,47,82,37,69,27,22,34
7/22/2020,2019,Nets,Brooklyn,Eastern,Pelicans,New Orleans,Western,0,68,35,83,25,14,34,99,47,80,41,24,39
7/22/2020,2019,Heat,Miami,Eastern,Kings,Sacramento,Western,1,104,47,90,32,22,34,98,52,83,39,26,27
3/11/2020,2019,76ers,Philadelphia,Eastern,Pistons,Detroit,Eastern,1,124,51,81,42,28,50,106,46,68,31,25,32
3/11/2020,2019,Hawks,Atlanta,Eastern,Knicks,New York,Eastern,0,131,45,81,34,26,53,136,53,74,39,32,47
3/11/2020,2019,Heat,Miami,Eastern,Hornets,Charlotte,Eastern,0,98,46,83,34,32,36,109,45,82,50,20,50
3/11/2020,2019,Mavericks,Dallas,Western,Nuggets,Denver,Western,1,113,46,74,34,23,52,97,47,63,36,23,40
3/10/2020,2019,Pacers,Indiana,Eastern,Celtics,Boston,Eastern,0,111,50,91,38,23,43,114,44,86,35,19,46
3/10/2020,2019,Wizards,Washington,Eastern,Knicks,New York,Eastern,1,122,47,84,40,23,37,115,52,74,38,30,36
3/10/2020,2019,Bulls,Chicago,Eastern,Cavaliers,Cleveland,Eastern,1,108,50,80,35,23,46,103,50,74,25,29,35
3/10/2020,2019,Rockets,Houston,Western,Timberwolves,Minnesota,Western,1,117,51,77,40,24,33,111,48,74,40,21,41
3/10/2020,2019,Grizzlies,Memphis,Western,Magic,Orlando,Eastern,0,115,50,74,38,24,39,120,47,91,42,31,41
3/10/2020,2019,Spurs,San Antonio,Western,Mavericks,Dallas,Western,1,119,52,80,47,32,40,109,46,73,39,23,42
3/10/2020,2019,Trail Blazers,Portland,Western,Suns,Phoenix,Western,1,121,51,82,49,20,46,105,40,96,34,26,43
3/10/2020,2019,Warriors,Golden State,Western,Clippers,Los Angeles,Western,0,107,47,82,29,25,35,131,50,100,46,28,47
3/10/2020,2019,Lakers,Los Angeles,Western,Nets,Brooklyn,Eastern,0,102,46,58,38,24,46,104,41,74,33,24,47
3/9/2020,2019,Hawks,Atlanta,Eastern,Hornets,Charlotte,Eastern,1,143,55,59,49,33,53,138,47,91,40,31,35
3/9/2020,2019,Nuggets,Denver,Western,Bucks,Milwaukee,Western,1,109,44,92,39,28,48,95,38,67,30,23,48
3/9/2020,2019,Jazz,Utah,Western,Raptors,Toronto,Eastern,0,92,40,71,37,24,34,101,43,89,36,22,53
3/8/2020,2019,Nets,Brooklyn,Eastern,Bulls,Chicago,Eastern,1,110,50,85,37,21,50,107,42,68,35,23,31
3/8/2020,2019,Timberwolves,Minnesota,Western,Pelicans,New Orleans,Western,0,107,39,81,24,20,42,120,49,68,31,28,54
3/8/2020,2019,Clippers,Los Angeles,Western,Lakers,Los Angeles,Western,0,103,40,76,23,12,49,112,45,86,29,22,45
3/8/2020,2019,Celtics,Boston,Eastern,Thunder,Oklahoma City,Western,0,104,41,79,35,22,46,105,44,74,40,16,39
3/8/2020,2019,Suns,Phoenix,Western,Bucks,Milwaukee,Western,1,140,55,87,44,30,47,131,54,76,39,23,36
3/8/2020,2019,Wizards,Washington,Eastern,Heat,Miami,Eastern,0,89,33,86,40,19,29,100,49,82,46,21,46
3/8/2020,2019,Mavericks,Dallas,Western,Pacers,Indiana,Eastern,0,109,43,68,33,19,42,112,52,67,35,23,47
3/8/2020,2019,Rockets,Houston,Western,Magic,Orlando,Eastern,0,106,44,76,28,21,38,126,48,81,45,21,49
3/8/2020,2019,Cavaliers,Cleveland,Eastern,Spurs,San Antonio,Western,1,132,46,73,38,26,60,129,44,92,39,20,44
3/8/2020,2019,Knicks,New York,Eastern,Pistons,Detroit,Eastern,1,96,44,72,32,15,51,84,36,68,29,21,35
3/8/2020,2019,Kings,Sacramento,Western,Raptors,Toronto,Eastern,0,113,47,91,26,24,50,118,48,78,40,27,36
3/7/2020,2019,Hornets,Charlotte,Eastern,Rockets,Houston,Western,1,108,53,76,47,29,30,99,46,70,33,22,42
3/7/2020,2019,Pistons,Detroit,Eastern,Jazz,Utah,Western,0,105,47,73,30,24,38,111,52,75,30,17,40
3/7/2020,2019,Cavaliers,Cleveland,Eastern,Nuggets,Denver,Western,1,104,55,67,43,32,39,102,51,38,41,28,33
3/7/2020,2019,Grizzlies,Memphis,Western,Hawks,Atlanta,Eastern,1,118,49,61,36,27,58,101,34,86,27,23,46
3/7/2020,2019,Warriors,Golden State,Western,76ers,Philadelphia,Eastern,1,118,55,75,36,30,35,114,49,86,38,29,41
3/7/2020,2019,Trail Blazers,Portland,Western,Kings,Sacramento,Western,0,111,47,65,26,22,41,123,48,87,54,30,47
3/6/2020,2019,Wizards,Washington,Eastern,Hawks,Atlanta,Eastern,1,118,47,89,48,24,38,112,54,67,38,25,36
3/6/2020,2019,Nets,Brooklyn,Eastern,Spurs,San Antonio,Western,1,139,53,71,42,32,52,120,47,89,29,25,38
3/6/2020,2019,Knicks,New York,Eastern,Thunder,Oklahoma City,Western,0,103,45,77,17,19,48,126,49,80,39,26,38
3/6/2020,2019,Celtics,Boston,Eastern,Jazz,Utah,Western,0,94,37,78,28,19,45,99,45,83,38,23,40
3/6/2020,2019,Bulls,Chicago,Eastern,Pacers,Indiana,Eastern,0,102,41,87,24,27,45,108,51,73,36,24,46
3/6/2020,2019,Timberwolves,Minnesota,Western,Magic,Orlando,Eastern,0,118,47,80,27,30,36,132,61,74,33,31,45
3/6/2020,2019,Pelicans,New Orleans,Western,Heat,Miami,Eastern,1,110,42,71,37,28,53,104,43,68,27,27,45
3/6/2020,2019,Mavericks,Dallas,Western,Grizzlies,Memphis,Western,1,121,47,77,38,30,48,96,46,69,30,29,47
3/6/2020,2019,Suns,Phoenix,Western,Trail Blazers,Portland,Western,1,127,50,95,45,29,47,117,49,75,41,26,39
3/6/2020,2019,Lakers,Los Angeles,Western,Bucks,Milwaukee,Western,1,113,42,82,19,19,52,103,42,74,28,22,45
3/5/2020,2019,Hornets,Charlotte,Eastern,Nuggets,Denver,Western,0,112,49,82,39,24,34,114,53,90,31,29,38
3/5/2020,2019,Rockets,Houston,Western,Clippers,Los Angeles,Western,0,105,36,78,17,19,51,120,46,74,33,22,57
3/5/2020,2019,Kings,Sacramento,Western,76ers,Philadelphia,Eastern,0,108,53,72,38,23,37,125,49,82,46,24,45
3/5/2020,2019,Warriors,Golden State,Western,Raptors,Toronto,Eastern,0,113,41,76,27,34,52,121,48,90,32,28,39
3/4/2020,2019,Cavaliers,Cleveland,Eastern,Celtics,Boston,Eastern,0,106,44,75,34,24,50,112,47,81,37,16,49
3/4/2020,2019,Pistons,Detroit,Eastern,Thunder,Oklahoma City,Western,0,107,47,60,42,27,36,114,61,71,42,25,33
3/4/2020,2019,Bucks,Milwaukee,Western,Pacers,Indiana,Eastern,1,119,46,91,28,26,56,100,43,82,26,22,39
3/4/2020,2019,Heat,Miami,Eastern,Magic,Orlando,Eastern,1,116,52,80,50,31,36,113,52,86,43,28,35
3/4/2020,2019,Nets,Brooklyn,Eastern,Grizzlies,Memphis,Western,0,79,33,71,17,15,42,118,43,86,46,21,59
3/4/2020,2019,Knicks,New York,Eastern,Jazz,Utah,Western,0,104,48,83,35,23,42,112,51,80,28,26,37
3/4/2020,2019,Timberwolves,Minnesota,Western,Bulls,Chicago,Eastern,1,115,49,64,44,27,43,108,48,64,37,24,40
3/4/2020,2019,Mavericks,Dallas,Western,Pelicans,New Orleans,Western,1,127,46,71,44,30,49,123,44,55,37,28,52
3/4/2020,2019,Trail Blazers,Portland,Western,Wizards,Washington,Eastern,1,125,52,88,42,24,47,104,39,62,31,27,48
3/3/2020,2019,Hornets,Charlotte,Eastern,Spurs,San Antonio,Western,0,103,48,72,41,25,46,104,48,85,34,25,33
3/3/2020,2019,Celtics,Boston,Eastern,Nets,Brooklyn,Eastern,0,120,43,74,31,24,42,129,43,76,29,22,63
3/3/2020,2019,Pelicans,New Orleans,Western,Timberwolves,Minnesota,Western,0,134,52,59,36,37,44,139,56,85,41,31,42
3/3/2020,2019,Thunder,Oklahoma City,Western,Clippers,Los Angeles,Western,0,94,42,65,32,16,43,109,45,85,31,19,41
3/3/2020,2019,Nuggets,Denver,Western,Warriors,Golden State,Western,0,100,45,73,15,22,53,116,51,64,44,31,35
3/3/2020,2019,Suns,Phoenix,Western,Raptors,Toronto,Eastern,0,114,46,84,39,30,35,123,47,83,41,17,47
3/3/2020,2019,Lakers,Los Angeles,Western,76ers,Philadelphia,Eastern,1,120,54,83,39,25,43,107,45,75,40,24,42
3/3/2020,2019,Kings,Sacramento,Western,Wizards,Washington,Eastern,1,133,56,83,45,23,42,126,51,82,42,28,31
3/2/2020,2019,Cavaliers,Cleveland,Eastern,Jazz,Utah,Western,0,113,46,67,42,28,36,126,57,86,49,30,47
3/2/2020,2019,Knicks,New York,Eastern,Rockets,Houston,Western,1,125,49,63,40,26,65,123,42,93,36,25,34
3/2/2020,2019,Magic,Orlando,Eastern,Trail Blazers,Portland,Western,0,107,39,86,33,29,39,130,56,100,49,27,49
3/2/2020,2019,Hawks,Atlanta,Eastern,Grizzlies,Memphis,Western,0,88,32,94,26,20,43,127,50,68,44,30,60
3/2/2020,2019,Heat,Miami,Eastern,Bucks,Milwaukee,Western,1,105,43,72,49,28,46,89,41,63,21,19,48
3/2/2020,2019,Bulls,Chicago,Eastern,Mavericks,Dallas,Western,1,109,47,65,28,24,42,107,48,75,29,26,44
3/2/2020,2019,Spurs,San Antonio,Western,Pacers,Indiana,Eastern,0,111,52,79,50,21,33,116,50,89,48,22,40
3/1/2020,2019,Hornets,Charlotte,Eastern,Bucks,Milwaukee,Western,0,85,35,90,23,22,47,93,40,76,23,20,61
3/1/2020,2019,Timberwolves,Minnesota,Western,Mavericks,Dallas,Western,0,91,36,40,31,19,57,111,47,63,28,28,56
3/1/2020,2019,Clippers,Los Angeles,Western,76ers,Philadelphia,Eastern,1,136,59,81,54,25,37,130,51,65,49,27,37
3/1/2020,2019,Nuggets,Denver,Western,Raptors,Toronto,Eastern,1,133,57,70,50,38,41,118,46,90,26,24,36
3/1/2020,2019,Kings,Sacramento,Western,Pistons,Detroit,Eastern,1,106,41,89,26,18,51,100,41,67,43,23,42
3/1/2020,2019,Pelicans,New Orleans,Western,Lakers,Los Angeles,Western,0,114,42,82,22,24,52,122,52,90,37,23,36
3/1/2020,2019,Warriors,Golden State,Western,Wizards,Washington,Eastern,0,110,47,71,32,25,52,124,49,89,67,24,34
2/29/2020,2019,Knicks,New York,Eastern,Bulls,Chicago,Eastern,1,125,55,70,40,29,50,115,46,70,49,26,33
2/29/2020,2019,Hawks,Atlanta,Eastern,Trail Blazers,Portland,Western,1,129,55,86,43,34,36,117,50,71,29,14,42
2/29/2020,2019,Heat,Miami,Eastern,Nets,Brooklyn,Eastern,1,116,45,83,37,27,45,113,47,74,36,30,44
2/29/2020,2019,Cavaliers,Cleveland,Eastern,Pacers,Indiana,Eastern,0,104,48,85,23,30,36,113,54,79,35,30,38
2/29/2020,2019,Grizzlies,Memphis,Western,Lakers,Los Angeles,Western,1,105,45,82,32,27,51,88,41,58,25,26,45
2/29/2020,2019,Celtics,Boston,Eastern,Rockets,Houston,Western,0,110,39,76,31,22,54,111,42,78,27,17,53
2/29/2020,2019,Spurs,San Antonio,Western,Magic,Orlando,Eastern,1,114,52,75,45,28,31,113,49,70,41,28,41
2/29/2020,2019,Suns,Phoenix,Western,Warriors,Golden State,Western,0,99,41,83,41,24,40,115,47,75,30,30,49
2/28/2020,2019,Magic,Orlando,Eastern,Timberwolves,Minnesota,Western,1,136,54,82,30,36,54,125,48,67,39,27,33
2/28/2020,2019,Hawks,Atlanta,Eastern,Nets,Brooklyn,Eastern,1,141,52,73,49,32,52,118,46,76,39,30,38
2/28/2020,2019,Raptors,Toronto,Eastern,Hornets,Charlotte,Eastern,0,96,35,69,23,19,45,99,44,72,43,23,58
2/28/2020,2019,Heat,Miami,Eastern,Mavericks,Dallas,Western,1,126,52,75,49,30,40,118,48,90,42,25,35
